Codebook vartype=0 if continuous; 1 if categorical and 2 if ordinal,,,,,,,yellow=vars that have no relationship with re-education (weights etc.)
,storage,display,value,,,,red=vars to do with current studying 
abnfpari,int,%30.0g,ANUM,DV: Financial year Australian Government Parenting Payment ($) [imputed],0,,
abnfalli,int,%30.0g,ANUM,DV: Financial year Australian Government Allowances ($) [imputed],0,,
abnfonii,int,%30.0g,ANUM,DV: Financial year Australian Government Non-income support other than family pa,0,,
abnfobi,int,%30.0g,ANUM,DV: Financial year Australian Government Other benefits NEI to classify ($) [imp,0,,
abnfrpi,int,%30.0g,ANUM,DV: Financial year Other regular public including scholarships ($) [imputed],0,,
abnfpenf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year Australian Government Pensions,1,,
abnfparf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year Australian Government Parenting Payment,1,,
abnfallf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year Australian Government Allowances,1,,
abnfonif,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year Australian Government Non-income support othe,1,,
abnfobf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year Australian Government Other benefits NEI to c,1,,
abnfrpf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year Other regular public including scholarships,1,,
abnfisf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year Australian Government income support payments,1,,
abnfisi,long,%30.0g,ANUM,DV: Financial year Australian Government income support payments ($) [imputed],0,,
abnfnisf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year Australian Government non-income support paym,1,,
abnfnisi,int,%30.0g,ANUM,DV: Financial year Australian Government non-income support payments ($) [impute,0,,
awscei,int,%30.0g,ANUM,DV: Current weekly gross wages & salary - all jobs ($) [imputed] [weighted topco,0,,
awscmei,int,%30.0g,ANUM,DV: Current weekly gross wages & salary - main job ($) [imputed] [weighted topco,0,,
awscoei,int,%30.0g,ANUM,DV: Current weekly gross wages & salary - other jobs ($) [imputed] [weighted top,0,,
awsfei,long,%30.0g,ANUM,DV: Financial year gross wages & salary ($) [imputed] [weighted topcode],0,,
abifip,long,%30.0g,ANUM,DV: Financial year business income ($) [imputed] Positive values [weighted topco,0,,
abifin,long,%30.0g,ANUM,DV: Financial year business income ($) [imputed] Negative values,0,,
aoifinip,long,%30.0g,ANUM,DV: Financial year investments ($) [imputed] Positive values [weighted topcode],0,,
aoifinin,long,%30.0g,ANUM,DV: Financial year investments ($) [imputed] Negative values,0,,
aoifppi,long,%30.0g,ANUM,DV: Financial year regular private pensions ($) [imputed],0,,
aoifpti,long,%30.0g,ANUM,DV: Financial year regular private transfers ($) [imputed],0,,
abnfapti,long,%30.0g,ANUM,DV: Financial year Australian public transfers (inc family benefits) ($) [impute,0,,
abnfaptf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year Australian public transfers,1,,
abnffpi,int,%30.0g,ANUM,DV: Financial year foreign pensions ($) [imputed],0,,
aoifwfli,long,%30.0g,ANUM,DV: Financial year irregular income ($) [imputed],0,,
aoidvryi,long,%30.0g,ANUM,DV: Financial year dividends plus royalties including nil [imputed] ($) [weighte,0,,
aoidvryf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year dividends plus royalties including nil,1,,
aoiinti,long,%30.0g,ANUM,DV: Financial year interest including nil [imputed] ($) [weighted topcode],0,,
aoiintf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year interest including nil,1,,
aoirntip,long,%30.0g,ANUM,DV: Financial year rental income including nil ($) [imputed] Positive values [we,0,,
aoirntin,long,%30.0g,ANUM,DV: Financial year rental income including nil ($) [imputed] Negative values,0,,
aoirntf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year rental income including nil,1,,
atxdic,int,%30.0g,ANUM,DV: Financial year estimated dividend imputation credits ($) [weighted topcode],0,,
atifmkip,long,%30.0g,ANUM,DV: Financial year regular market income ($) [imputed] Positive values [weighted,0,,
atifmkin,long,%30.0g,ANUM,DV: Financial year regular market income ($) [imputed] Negative values,0,,
atifpiip,long,%30.0g,ANUM,DV: Financial year regular private income ($) [imputed] Positive values [weighte,0,,
atifpiin,long,%30.0g,ANUM,DV: Financial year regular private income ($) [imputed] Negative values,0,,
atifefp,long,%30.0g,ANUM,DV: Financial year gross regular income ($) [imputed] Positive values [weighted,0,,
atifefn,long,%30.0g,ANUM,DV: Financial year gross regular income ($) [imputed] Negative values,0,,
atxtotp,long,%30.0g,ANUM,DV: Financial year estimated taxes on regular income ($) Positive values [weight,0,,
atxtotn,int,%30.0g,ANUM,DV: Financial year estimated taxes on regular income ($) Negative values,0,,
atifdin,long,%30.0g,ANUM,DV: Financial year disposable regular income ($) Negative values,0,,
atifdip,long,%30.0g,ANUM,DV: Financial year disposable regular income ($) Positive values [weighted topco,0,,
awscef,byte,%30.0g,AIMPFLG,DV: Imputation flag current weekly gross wages & salary - all jobs,1,,
awscmef,byte,%30.0g,AIMPFLG,DV: Imputation flag current weekly gross wages & salary - main job,1,,
awscoef,byte,%30.0g,AIMPFLG,DV: Imputation flag current weekly gross wages & salary - other jobs,1,,
awsfef,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year gross wages & salary,1,,
abiff,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year business income,1,,
aoifinf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year investments,1,,
aoifppf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year regular private pensions,1,,
aoifptf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year regular private transfers,1,,
atifmktf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year regular market income,1,,
atifpif,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year regular private income,1,,
atifeff,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year gross regular income,1,,
atifdif,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year disposable regular income,1,,
abnffpf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year foreign pensions,1,,
aoifwflf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year irregular income,1,,
aoifsupf,byte,%30.0g,AIMPFLG,DV: Imputation flag superannuation/annuity,1,,
aoifsupi,long,%30.0g,ANUM,DV: Financial year regular superannuation/annuity ($) [imputed],0,,
aoifwkcf,byte,%30.0g,AIMPFLG,DV: Imputation flag workers' compensation/accident/sickness insurance,1,,
aoifwkci,long,%30.0g,ANUM,DV: Financial year regular workers' compensation/accident/sickness insurance ($),0,,
aoifrsvf,byte,%30.0g,AIMPFLG,DV: Imputation flag redundancy and severance payments,1,,
aoifrsvi,long,%30.0g,ANUM,DV: Financial year redundancy and severance payments ($) [imputed],0,,
aoifoirf,byte,%30.0g,AIMPFLG,DV: Imputation flag irregular other than redundancy,1,,
aoifoiri,long,%30.0g,ANUM,DV: Financial year irregular other than redundancy ($) [imputed],0,,
atifeftp,long,%30.0g,ANUM,DV: Financial year gross total income ($) [imputed] Positive values [weighted to,0,,
atifeftn,long,%30.0g,ANUM,DV: Financial year gross total income ($) [imputed] Negative values,0,,
atifditp,long,%30.0g,ANUM,DV: Financial year disposable total income ($) Positive values [weighted topcode,0,,
atifditn,long,%30.0g,ANUM,DV: Financial year disposable total income ($) Negative values,0,,
atxtottp,long,%30.0g,ANUM,DV: Financial year estimated taxes on total income ($) Positive values [weighted,0,,
atxtottn,int,%30.0g,ANUM,DV: Financial year estimated taxes on total income ($) Negative values,0,,
atifeftf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year gross total income,1,,
atifditf,byte,%30.0g,AIMPFLG,DV: Imputation flag financial year disposable total income,1,,
abnfftba,int,%8.0g,ANUM,DV: Family Tax Benefit Part A ($) financial year [estimated],0,,
abnfftbb,int,%8.0g,ANUM,DV: Family Tax Benefit Part B ($) financial year [estimated],0,,
abnfmat,int,%30.0g,ANUM,DV: Maternity Payments ($) financial year [estimated],0,,
abnffama,int,%30.0g,ANUM,DV: Australian Government Family Payments ($) financial year [estimated],0,,
ahhrih,byte,%47.0g,AHHRIH,DV: Relationship in household,1,,
ahhfty,byte,%56.0g,AHHFTY,DV: Family type,1,,
ahhfam,byte,%40.0g,AHHFAM,DV: Family number,1,,
ahhiu,byte,%30.0g,ANUM,DV: Income unit,1,,
ahhd0_4,byte,%30.0g,ANUM,DV: Number of dependent children aged 0-4 (includes partner's children),0,,
ahhd5_9,byte,%30.0g,ANUM,DV: Number of dependent children aged 5-9 (includes partner's children),0,,
ahhd1014,byte,%30.0g,ANUM,DV: Number of dependent children aged 10-14 (includes partner's children),0,,
ahhd1524,byte,%30.0g,ANUM,DV: Number of dependent children aged 15-24 (includes partner's children),0,,
ahhura,double,%12.0g,ANUM,DV: ABS unemployment rate in major statistical region (October of interview year,0,,
ahhprtid,str2,%2s,,"DV: Partner person number (text, 2-digit)",1,0,
ahhpxid,str7,%7s,,"DV: Partner's xwaveid (text, 7-digit)",1,0,
ahhfid,str2,%2s,,"DV: Father person number (text, 2-digit)",1,0,
ahhmid,str2,%2s,,"DV: Mother person number (text, 2-digit)",1,0,
ahhfxid,str7,%7s,,"DV: Father's xwaveid (text, 7-digit)",1,0,
ahhmxid,str7,%7s,,"DV: Mother's xwaveid (text, 7-digit)",1,0,
ahhbmxid,str7,%7s,,DV: Biological Mother's cross wave id,1,0,
ahhbfxid,str7,%7s,,DV: Biological Father's cross wave id,1,0,
ahhmgmxd,str7,%7s,,DV: Maternal grandmother's cross wave id,1,0,
ahhmgfxd,str7,%7s,,DV: Maternal grandfather's cross wave id,1,0,
ahhpgmxd,str7,%7s,,DV: Paternal grandmother's cross wave id,1,0,
ahhpgfxd,str7,%7s,,DV: Paternal grandfather's cross wave id,1,0,
ahhtwxid,str7,%7s,,DV: Twin cross wave id,1,0,
ahhtwid,str2,%2s,,"DV: Twin person number (text, 2-digit)",1,0,
ahhidate,str10,%10s,,PQ Date of PQ interview,2,,
ahgi,byte,%57.0g,AHGIVW,HF10 Individual interview outcome,1,0,
ahhiwin,byte,%30.0g,AHHIWIN,PQ When interviewed (initial or follow-up fieldwork period),1,0,
aancob,int,%53.0g,ACOUNTRY,A1 Country of birth,1,,
aanyoa,int,%30.0g,ANUM,A2 Year first came to Australia to live,0,,
aanengf,byte,%42.0g,AANENGF,A3 Is English the first language you learned to speak as a child,1,,
aanatsi,byte,%46.0g,AANATSI,A4 Aboriginal or Torres Strait Islander origin,1,,
afmlwop,byte,%52.0g,AFMLWOP,B1 Were you living with both your own mother and father around the time you were,1,,
afmnprea,byte,%62.0g,AFMNPREA,B2 Why were you not living with both your parents at age 14,1,,
afmpdiv,byte,%39.0g,AFMPDIV,B3a Did your mother and father ever get divorced or separate,1,,
afmpjoin,byte,%37.0g,AFMPJOIN,B3b Did your mother and father ever get back together again,1,,
afmageps,byte,%30.0g,ANUM,B4 How old were you at the time your parents first separated,0,,
afmagelh,byte,%30.0g,AFMAGELH,B5 How old were you when you first moved out of home as a young person,0,,
afmcbthp,byte,%42.0g,AFMCBTHP,B6 Living with both parents,1,,
afmhsibo,byte,%30.0g,AFMHSIB,B7 Ever had any siblings,1,,
afmnsibo,byte,%30.0g,ANUM,B8 How many siblings,0,,
afmeldso,byte,%31.0g,AFMELDST,B9 Were you the oldest child,1,,
afmfcobo,int,%53.0g,ACOUNTRY,B10a Father's Country of Birth,1,,
afmmcobo,int,%53.0g,ACOUNTRY,B10b Mother's Country of Birth,1,,
afmfempo,byte,%51.0g,AFMFEMP,B12 Was father in paid employment when you were 14,1,,
afmfuemo,byte,%46.0g,AFMFUEMP,B14 Was father unemployed for 6 months or more while you were growing up,1,,
afmmempo,byte,%50.0g,AFMMEMP,B15 Was mother in paid employment when you were 14,1,,
aedagels,byte,%30.0g,AEDAGELS,C1 Age left school,0,,
aedhists,byte,%63.0g,AEDHISTS,C2 Highest year of school completed/currently attending,1,,
aedtypes,byte,%34.0g,AEDSSTYP,C3 Type of school attended/attending,1,,
aedcs,byte,%30.0g,AEDCS,C4 Check box,1,,
aedoss,byte,%41.0g,AEDOSS,C5a Did last year of school overseas,1,,
aedcos,int,%53.0g,ACOUNTRY,C5b Country of last school year,1,,
aedqenr,byte,%30.0g,AEDQENR,C6 Ever enrolled in a course of study to obtain a qualification,1,,
aedqosl,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Secondary school - lower level,1,,
aedqosh,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Secondary school - highest level,1,,
aedqonq,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Nursing qualification,1,,
aedqotq,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Teaching qualification,1,,
aedqota,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Trade certificate or apprenticeship,1,,
aedqotc,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Technicians cert./Advanced certificate,1,,
aedqoc1,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Other certificate - level I,1,,
aedqoc2,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Other certificate - level II,1,,
aedqoc3,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Other certificate - level III,1,,
aedqoc4,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Other certificate - level IV,1,,
aedqocd,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Other certificate- dont know level,1,,
aedqodp,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Associate diploma,1,,
aedqoav,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Undergraduate diploma,1,,
aedqobd,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Bachelor degree but not honours,1,,
aedqohd,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Honours bachelor degree,1,,
aedqogd,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Post-graduate diploma,1,,
aedqoms,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Masters degree,1,,
aedqodc,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Doctorate,1,,
aedqobc,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Business course NFI,1,,
aedqosc,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Secretarial certificate NFI,1,,
aedqocc,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Computer certificate NFI,1,,
aedqogc,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Graduate certificate,1,,
aedqocn,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Computer course NFI,1,,
aedqodn,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Diploma NFI,1,,
aedqnone,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Did not complete a qualification,1,,
aedqstdy,byte,%30.0g,ANOYES,C7a Qualifications obtained - Still studying,1,,
aedqnei,byte,%30.0g,ANOYES,C7a Qualifications obtained - NEI (Not Enough Information to classify),1,,
aedqoos,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Other,1,,
aedqodk,byte,%36.0g,AEDQUAL,C7a Qualifications obtained - Dont know,1,,
aedqnsl,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Secondary school - lower level,0,,
aedqnsh,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Secondary school - highest level,0,,
aedqnnq,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Nursing qualification,0,,
aedqntq,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Teaching qualification,0,,
aedqnta,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Trade certificate or apprenticeship,0,,
aedqntc,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Technicians cert./Advanced certificate,0,,
aedqnc1,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Other certificate - level I,0,,
aedqnc2,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Other certificate - level II,0,,
aedqnc3,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Other certificate - level III,0,,
aedqnc4,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Other certificate - level IV,0,,
aedqncd,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Other certificate - dont know level,0,,
aedqndp,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Associate diploma,0,,
aedqnav,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Undergraduate diploma,0,,
aedqnbd,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Bachelor degree but not honours,0,,
aedqnhd,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Honours bachelor degree,0,,
aedqngd,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Post-graduate diploma,0,,
aedqnms,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Masters degree,0,,
aedqndc,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Doctorate,0,,
aedqnbc,byte,%30.0g,ANUM,C7a No of qualifications obtained - Business course NFI,0,,
aedqnsc,byte,%30.0g,ANUM,C7a No of qualifications obtained - Secretarial certificate NFI,0,,
aedqncc,byte,%30.0g,ANUM,C7a No of qualifications obtained - Computer certificate NFI,0,,
aedqngc,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Graduate certificate,0,,
aedqncn,byte,%30.0g,ANUM,C7a No of qualifications obtained - Computer course NFI,0,,
aedqndn,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Diploma NFI,0,,
aedqnnei,byte,%30.0g,ANUM,C7a No of qualifications obtained - NEI (Not Enough Information to classify),0,,
aedqnos,byte,%30.0g,ANUM,C7a Number of qualifications obtained - Other,0,,
aedqnt,byte,%37.0g,AEDQNT,C7b Check C7a,1,,
aednrsmn,byte,%36.0g,AEDNRQL,C7c What type of nursing qualification do you have - Mothercraft nurse,1,,
aednrsen,byte,%36.0g,AEDNRQL,C7c What type of nursing qualification do you have - Enrolled nurse,1,,
aednrspn,byte,%36.0g,AEDNRQL,"C7c What type of nursing qualification do you have - Nursing Aide, Auxillary nur",1,,
aednrsdp,byte,%36.0g,AEDNRQL,C7c What type of nursing qualification do you have - Associate diploma,1,,
aednrsav,byte,%36.0g,AEDNRQL,"C7c What type of nursing qualification do you have - Undergraduate diploma, Regi",1,,
aednrsbh,byte,%36.0g,AEDNRQL,C7c What type of nursing qualification do you have - Bachelor degree,1,,
aednrstn,byte,%36.0g,AEDNRQL,"C7c What type of nursing qualification do you have - Triple, Double Certificate",1,,
aednrsgd,byte,%36.0g,AEDNRQL,C7c What type of nursing qualification do you have - Post-graduate diploma,1,,
aednrsmd,byte,%36.0g,AEDNRQL,C7c What type of nursing qualification do you have - Masters degree/Doctorate,1,,
aedtchtc,byte,%36.0g,AEDTCQL,C7d What type of teaching qualification do you have - Teaching certificate TPTC,1,,
aedtchdp,byte,%36.0g,AEDTCQL,C7d What type of teaching qualification do you have - Associate diploma,1,,
aedtchav,byte,%36.0g,AEDTCQL,C7d What type of teaching qualification do you have - Undergraduate diploma of t,1,,
aedtchbd,byte,%36.0g,AEDTCQL,C7d What type of teaching qualification do you have - Bachelor degree,1,,
aedtchpd,byte,%36.0g,AEDTCQL,"C7d What type of teaching qualification do you have - Postgraduate Diploma, Grad",1,,
aedtchmd,byte,%36.0g,AEDTCQL,C7d What type of teaching qualification do you have - Masters Degree/Doctorate,1,,
aedqcom,byte,%30.0g,AEDQCOM,C8 Check C7a,1,,
